ID,Binomial,Replicate,Excluded_LPR_2022,Citation,Class,Order,Family,Genus,Species,Subspecies,Authority,Common_name,Location,Country,All_countries,Region,IPBES_region,IPBES_subregion,Latitude,Longitude,Specific_location,System,T_realm,T_biome,FW_realm,FW_biome,M_realm,M_ocean,M_biome,Migratory_fw_fish,Units,Method,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
25337,Phalacrocorax_carbo,0,0,"Crawford, R. J. M., P. A. Whittington, A. P. Martin, A. J. Tree, A. B. Makhado, and R. Bay. 2009. Population trends of seabirds breeding in South Africa's Eastern Cape and the possible influence of anthropogenic and environmental change. Marine Ornithology 37:159-174.",Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,carbo,,"(Linnaeus, 1758)",Great cormorant,"Seal Island, Algoa Bay, Eastern Cape",South Africa,South Africa,Africa,Africa,Southern Africa,-33.79944,25.76972,1,Freshwater,NULL,NULL,Afrotropical,Temperate coastal rivers,NULL,NULL,NULL,0,Number of breeding pairs,Counts of occupied nests,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24,NULL,59,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18,NULL,NULL,NULL,NULL,NULL,NULL,30,NULL,NULL,NULL,12,22,77,58,23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
25338,Phalacrocorax_carbo,0,0,"Crawford, R. J. M., P. A. Whittington, A. P. Martin, A. J. Tree, A. B. Makhado, and R. Bay. 2009. Population trends of seabirds breeding in South Africa's Eastern Cape and the possible influence of anthropogenic and environmental change. Marine Ornithology 37:159-174.",Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,carbo,,"(Linnaeus, 1758)",Great cormorant,"Stag Island, Algoa Bay, Eastern Cape",South Africa,South Africa,Africa,Africa,Southern Africa,-33.79944,25.76972,1,Freshwater,NULL,NULL,Afrotropical,Temperate coastal rivers,NULL,NULL,NULL,0,Number of breeding pairs,Counts of occupied nests,NULL,NULL,NULL,NULL,NULL,NULL,4,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,2,NULL,17,49,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
25339,Larus_dominicanus,0,0,"Crawford, R. J. M., P. A. Whittington, A. P. Martin, A. J. Tree, A. B. Makhado, and R. Bay. 2009. Population trends of seabirds breeding in South Africa's Eastern Cape and the possible influence of anthropogenic and environmental change. Marine Ornithology 37:159-174.",Aves,Charadriiformes,Laridae,Larus,dominicanus,,"Lichtenstein, 1823",Kelp gull,"Swartkops River Estuary, Eastern Cape",South Africa,South Africa,Africa,NULL,NULL,-33.834804,25.579688,1,Marine,NULL,NULL,NULL,NULL,Tropical and subtropical Indo-Pacific,Indian Ocean,Unknown,0,Number of breeding pairs,Ground counts of occupied nests,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,102,NULL,NULL,NULL,262,354,459,505,505,440,409,443,347,481,499,454,467,448,560,367,432,494,416,382,621,683,601,577,610,674,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
25341,Larus_cirrocephalus,0,0,"Crawford, R. J. M., P. A. Whittington, A. P. Martin, A. J. Tree, A. B. Makhado, and R. Bay. 2009. Population trends of seabirds breeding in South Africa's Eastern Cape and the possible influence of anthropogenic and environmental change. Marine Ornithology 37:159-174.",Aves,Charadriiformes,Laridae,Larus,cirrocephalus,,"Vieillot, 1818",Grey-headed gull,"Swartkops River Estuary, Eastern Cape",South Africa,South Africa,Africa,Africa,Southern Africa,-33.834804,25.579688,0,Freshwater,NULL,NULL,Afrotropical,Temperate upland rivers,NULL,NULL,NULL,0,Number of breeding pairs,Ground counts,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,0,3,7,0,133,0,95,2,14,120,0,0,6,28,59,0,90,25,63,98,84,200,608,36,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
25342,Larus_cirrocephalus,0,0,"Crawford, R. J. M., P. A. Whittington, A. P. Martin, A. J. Tree, A. B. Makhado, and R. Bay. 2009. Population trends of seabirds breeding in South Africa's Eastern Cape and the possible influence of anthropogenic and environmental change. Marine Ornithology 37:159-174.",Aves,Charadriiformes,Laridae,Larus,cirrocephalus,,"Vieillot, 1818",Grey-headed gull,"Coega saltpans, Eastern Cape",South Africa,South Africa,Africa,Africa,Southern Africa,-33.764552,25.675205,1,Freshwater,NULL,NULL,Afrotropical,Temperate upland rivers,NULL,NULL,NULL,0,Number of breeding pairs,Ground counts,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,31,NULL,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,202,456,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
25343,Hydroprogne_caspia,0,0,"Crawford, R. J. M., P. A. Whittington, A. P. Martin, A. J. Tree, A. B. Makhado, and R. Bay. 2009. Population trends of seabirds breeding in South Africa's Eastern Cape and the possible influence of anthropogenic and environmental change. Marine Ornithology 37:159-174.",Aves,Charadriiformes,Laridae,Hydroprogne,caspia,,"(Pallas, 1770)",Caspian tern,"Redhouse saltpans, Swartkops River Estuary, Eastern Cape",South Africa,South Africa,Africa,NULL,NULL,-33.834804,25.579688,1,Marine,NULL,NULL,NULL,NULL,Tropical and subtropical Indo-Pacific,Indian Ocean,Unknown,0,Number of breeding pairs,Ground counts,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,25,7,33,35,58,41,38,41,46,20,7,50,0,40,24,13,23,21,1,28,0,4,47,1,0,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
25344,Thalasseus_bergii,0,0,"Crawford, R. J. M., P. A. Whittington, A. P. Martin, A. J. Tree, A. B. Makhado, and R. Bay. 2009. Population trends of seabirds breeding in South Africa's Eastern Cape and the possible influence of anthropogenic and environmental change. Marine Ornithology 37:159-174.",Aves,Charadriiformes,Laridae,Thalasseus,bergii,,"(Lichtenstein, 1823)",Greater crested tern,"Seal Island, Algoa Bay, Eastern Cape",South Africa,South Africa,Africa,NULL,NULL,-33.79944,25.76972,1,Marine,NULL,NULL,NULL,NULL,Tropical and subtropical Indo-Pacific,Indian Ocean,Unknown,0,Estimated number of breeding pairs,Counts of nests,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,101,NULL,NULL,NULL,NULL,NULL,NULL,222,668,660,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
25371,Microcarbo_coronatus,0,0,"Crawford, R. J. M., B. M. Dyer, L. Geldenhuys, W. H. Oosthuizen, and A. B. Makhado. 2018. Seabird breeding populantions decrease along the arid coastline of South Africa’s Northern Cape province. Ostrich 89:299-305.",Aves,Suliformes,Phalacrocoracidae,Microcarbo,coronatus,,"(Wahlberg, 1855)",Crowned cormorant,Northern Cape Province,South Africa,South Africa,Africa,NULL,NULL,-29.945085,17.224203,0,Marine,NULL,NULL,NULL,NULL,Atlantic tropical and subtropical,South Atlantic Ocean,Unknown,0,Number of pairs,Sum of the maximum counts obtained at different breeding localities,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,565,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,250,NULL,NULL,NULL,NULL,329,NULL,NULL,NULL
25372,Phalacrocorax_neglectus,0,0,"Crawford, R. J. M., B. M. Dyer, L. Geldenhuys, W. H. Oosthuizen, and A. B. Makhado. 2018. Seabird breeding populantions decrease along the arid coastline of South Africa’s Northern Cape province. Ostrich 89:299-305.",Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,neglectus,,"(Wahlberg, 1855)",Bank cormorant,Northern Cape Province,South Africa,South Africa,Africa,NULL,NULL,-29.945085,17.224203,0,Marine,NULL,NULL,NULL,NULL,Atlantic tropical and subtropical,South Atlantic Ocean,Unknown,0,Number of pairs,Sum of the maximum counts obtained at different breeding localities,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,185.81,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,137.84,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,72.3,NULL,NULL,72.3,NULL,NULL,NULL,NULL
25373,Phalacrocorax_carbo,0,0,"Crawford, R. J. M., B. M. Dyer, L. Geldenhuys, W. H. Oosthuizen, and A. B. Makhado. 2018. Seabird breeding populantions decrease along the arid coastline of South Africa’s Northern Cape province. Ostrich 89:299-305.",Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,carbo,,"(Linnaeus, 1758)",Great cormorant,Northern Cape Province,South Africa,South Africa,Africa,Africa,Southern Africa,-29.945085,17.224203,0,Freshwater,NULL,NULL,Afrotropical,Xeric freshwaters and endorheic basins,NULL,NULL,NULL,0,Number of pairs,Sum of the maximum counts obtained at different breeding localities,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,114.17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,29.15,NULL,NULL,NULL,NULL,84.21,NULL,NULL,NULL
25374,Phalacrocorax_capensis,0,0,"Crawford, R. J. M., B. M. Dyer, L. Geldenhuys, W. H. Oosthuizen, and A. B. Makhado. 2018. Seabird breeding populantions decrease along the arid coastline of South Africa’s Northern Cape province. Ostrich 89:299-305.",Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,capensis,,"(Sparrman, 1789)",Cape cormorant,Northern Cape Province,South Africa,South Africa,Africa,NULL,NULL,-29.945085,17.224203,0,Marine,NULL,NULL,NULL,NULL,Atlantic tropical and subtropical,South Atlantic Ocean,Unknown,0,Number of pairs,Sum of the maximum counts obtained at different breeding localities,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8020.73,NULL,NULL,NULL,NULL,932.64,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,746.11,NULL,NULL,NULL,590.67,NULL,NULL
25375,Larus_dominicanus,0,0,"Crawford, R. J. M., et al. (2018). ""Seabird breeding populantions decrease along the arid coastline of South Africa’s Northern Cape province."" Ostrich 89(4): 299-305.",Aves,Charadriiformes,Laridae,Larus,dominicanus,,"Lichtenstein, 1823",Kelp gull,Northern Cape Province,South Africa,South Africa,Africa,NULL,NULL,-29.945085,17.224203,0,Marine,NULL,NULL,NULL,NULL,Atlantic tropical and subtropical,South Atlantic Ocean,Unknown,0,Number of pairs,Sum of the maximum counts obtained at different breeding localities,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,149.33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8.78,NULL,NULL,NULL,34.59,NULL,NULL,NULL
25376,Sternula_balaenarum,0,0,"Crawford, R. J. M., et al. (2018). ""Seabird breeding populantions decrease along the arid coastline of South Africa’s Northern Cape province."" Ostrich 89(4): 299-305.",Aves,Charadriiformes,Laridae,Sternula,balaenarum,,"Strickland, 1852",Damara tern,Northern Cape Province,South Africa,South Africa,Africa,NULL,NULL,-29.945085,17.224203,0,Marine,NULL,NULL,NULL,NULL,Atlantic tropical and subtropical,South Atlantic Ocean,Unknown,0,Number of pairs,Sum of the maximum counts obtained at different breeding localities,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL
25454,Galeichthys_feliceps,0,0,"James, N. C., S. J. Lamberth, C. Midgley, and A. K. Whitfield. 2018. Resilience of fish assemblages in the Breede Estuary, South Africa, to environmental perturbations. Environmental Biology of Fishes 101:109-126.",Actinopteri,Siluriformes,Ariidae,Galeichthys,feliceps,,Valenciennes 1840,White barbel,"Breede Estuary, Western Cape",South Africa,South Africa,Africa,NULL,NULL,-34.406111,20.852222,1,Marine,NULL,NULL,NULL,NULL,Tropical and subtropical Indo-Pacific,Indian Ocean,Unknown,0,CPUE (Number of individuals per haul),Fish sampled using seine nets,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.62,23.83,229.09,15.33,8.08,14.92,NULL,0.59,NULL,1.73,7.59,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
25458,Atherina_breviceps,0,0,"James, N. C., S. J. Lamberth, C. Midgley, and A. K. Whitfield. 2018. Resilience of fish assemblages in the Breede Estuary, South Africa, to environmental perturbations. Environmental Biology of Fishes 101:109-126.",Actinopteri,Atheriniformes,Atherinidae,Atherina,breviceps,,Valenciennes 1835,Cape silverside,"Breede Estuary, Western Cape",South Africa,South Africa,Africa,NULL,NULL,-34.405833,20.852222,1,Marine,NULL,NULL,NULL,NULL,Tropical and subtropical Indo-Pacific,Indian Ocean,Unknown,0,CPUE (Number of individuals per haul),Fish sampled using seine nets,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.04,0.09,0.08,NULL,NULL,NULL,NULL,NULL,0.05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
25462,Omobranchus_woodi,0,0,"James, N. C., S. J. Lamberth, C. Midgley, and A. K. Whitfield. 2018. Resilience of fish assemblages in the Breede Estuary, South Africa, to environmental perturbations. Environmental Biology of Fishes 101:109-126.",Actinopteri,Blenniiformes,Blenniidae,Omobranchus,woodi,,(Gilchrist & Thompson 1908),Kappie blenny,"Breede Estuary, Western Cape",South Africa,South Africa,Africa,NULL,NULL,-34.405833,20.852222,1,Marine,NULL,NULL,NULL,NULL,Tropical and subtropical Indo-Pacific,Indian Ocean,Unknown,0,CPUE (Number of individuals per haul),Fish sampled using seine nets,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.04,0.22,0.04,0.58,NULL,NULL,NULL,NULL,NULL,0.05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
25463,Lichia_amia,0,0,"James, N. C., S. J. Lamberth, C. Midgley, and A. K. Whitfield. 2018. Resilience of fish assemblages in the Breede Estuary, South Africa, to environmental perturbations. Environmental Biology of Fishes 101:109-126.",Actinopteri,Perciformes,Carangidae,Lichia,amia,,(Linnaeus 1758),Leerfish,"Breede Estuary, Western Cape",South Africa,South Africa,Africa,NULL,NULL,-34.405833,20.852222,1,Marine,NULL,NULL,NULL,NULL,Tropical and subtropical Indo-Pacific,Indian Ocean,Unknown,0,CPUE (Number of individuals per haul),Fish sampled using seine nets,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.52,0.04,0.74,0.25,0.25,0.21,NULL,0.5,NULL,0.05,1.55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
25464,Clinus_superciliosus,0,0,"James, N. C., S. J. Lamberth, C. Midgley, and A. K. Whitfield. 2018. Resilience of fish assemblages in the Breede Estuary, South Africa, to environmental perturbations. Environmental Biology of Fishes 101:109-126.",Actinopteri,Blenniiformes,Clinidae,Clinus,superciliosus,,(Linnaeus 1758),Super klipfish,"Breede Estuary, Western Cape",South Africa,South Africa,Africa,NULL,NULL,-34.405833,20.852222,1,Marine,NULL,NULL,NULL,NULL,Tropical and subtropical Indo-Pacific,Indian Ocean,Unknown,0,CPUE (Number of individuals per haul),Fish sampled using seine nets,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.46,NULL,0.88,0.79,0.13,NULL,NULL,NULL,2.96,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
25465,Gilchristella_aestuaria,0,0,"James, N. C., S. J. Lamberth, C. Midgley, and A. K. Whitfield. 2018. Resilience of fish assemblages in the Breede Estuary, South Africa, to environmental perturbations. Environmental Biology of Fishes 101:109-126.",Actinopteri,Clupeiformes,Clupeidae,Gilchristella,aestuaria,,(Gilchrist 1913),Gilchrist's round herring,"Breede Estuary, Western Cape",South Africa,South Africa,Africa,NULL,NULL,-34.405833,20.852222,1,Marine,NULL,NULL,NULL,NULL,Tropical and subtropical Indo-Pacific,Indian Ocean,Unknown,1,CPUE (Number of individuals per haul),Fish sampled using seine nets,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,31.76,45.08,12.3,48.54,1.29,9.33,NULL,32.23,NULL,7.36,0.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
25467,Psammogobius_knysnaensis,0,0,"James, N. C., S. J. Lamberth, C. Midgley, and A. K. Whitfield. 2018. Resilience of fish assemblages in the Breede Estuary, South Africa, to environmental perturbations. Environmental Biology of Fishes 101:109-126.",Actinopteri,Gobiiformes,Gobiidae,Psammogobius,knysnaensis,,Smith 1935,Knysna sandgoby,"Breede Estuary, Western Cape",South Africa,South Africa,Africa,NULL,NULL,-34.405833,20.852222,1,Marine,NULL,NULL,NULL,NULL,Tropical and subtropical Indo-Pacific,Indian Ocean,Unknown,0,CPUE (Number of individuals per haul),Fish sampled using seine nets,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.81,1.458,3.09,5.17,2.63,1.17,NULL,0.64,NULL,5.05,3.64,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
25468,Redigobius_dewaali,0,0,"James, N. C., S. J. Lamberth, C. Midgley, and A. K. Whitfield. 2018. Resilience of fish assemblages in the Breede Estuary, South Africa, to environmental perturbations. Environmental Biology of Fishes 101:109-126.",Actinopteri,Gobiiformes,Gobiidae,Redigobius,dewaali,,(Weber 1897),Checked goby,"Breede Estuary, Western Cape",South Africa,South Africa,Africa,NULL,NULL,-34.405833,20.852222,1,Marine,NULL,NULL,NULL,NULL,Tropical and subtropical Indo-Pacific,Indian Ocean,Unknown,0,CPUE (Number of individuals per haul),Fish sampled using seine nets,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.04,0.5,0.46,0.04,NULL,NULL,NULL,0.05,1.09,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
25469,Hyporhamphus_capensis,0,0,"James, N. C., S. J. Lamberth, C. Midgley, and A. K. Whitfield. 2018. Resilience of fish assemblages in the Breede Estuary, South Africa, to environmental perturbations. Environmental Biology of Fishes 101:109-126.",Actinopteri,Beloniformes,Hemiramphidae,Hyporhamphus,capensis,,(Thominot 1886),Cape halfbeak,"Breede Estuary, Western Cape",South Africa,South Africa,Africa,NULL,NULL,-34.405833,20.852222,1,Marine,NULL,NULL,NULL,NULL,Tropical and subtropical Indo-Pacific,Indian Ocean,Unknown,0,CPUE (Number of individuals per haul),Fish sampled using seine nets,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.57,NULL,0.26,0.92,0.75,0.46,NULL,1.5,NULL,0.14,1.32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
25470,Monodactylus_falciformis,0,0,"James, N. C., S. J. Lamberth, C. Midgley, and A. K. Whitfield. 2018. Resilience of fish assemblages in the Breede Estuary, South Africa, to environmental perturbations. Environmental Biology of Fishes 101:109-126.",Actinopteri,Perciformes,Monodactylidae,Monodactylus,falciformis,,Lacep??de 1801,Full moony,"Breede Estuary, Western Cape",South Africa,South Africa,Africa,NULL,NULL,-34.405833,20.852222,1,Marine,NULL,NULL,NULL,NULL,Tropical and subtropical Indo-Pacific,Indian Ocean,Unknown,0,CPUE (Number of individuals per haul),Fish sampled using seine nets,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.05,19.33,8.48,1.96,6.67,5.58,NULL,0.05,NULL,NULL,12.64,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
